Identifier,Crime Type,Date/Time,Address,Agency
132460197,Theft,9/3/13 15:22,1100 Block AMARILLO AV,Palo Alto Police Department
132460240,Breaking & Entering,9/3/13 17:53,1 Block BLOCK W BAYSHORE RD,Palo Alto Police Department
13-04932,Theft from Vehicle,9/3/13 19:11,1200 Block SAN ANTONIO RD,Mountain View Police Department
E13-247-01,Assault,9/3/13 23:23,1 Block NEWELL CT,East Palo Alto Police Department
Nov-70,Breaking & Entering,9/4/13 0:00,800 Block WOODLAND AV,Menlo Park Police Department
Nov-69,Theft,9/4/13 0:00,1800 Block EL CAMINO REAL,Menlo Park Police Department
132470009,Sexual Assault,9/4/13 2:50,1 Block BLOCK PASTEUR DR,Palo Alto Police Department
132470088,Breaking & Entering,9/4/13 12:00,1 Block BLOCK EMBARCADERO RD,Palo Alto Police Department
132470110,Breaking & Entering,9/4/13 13:42,1400 Block DANA AV,Palo Alto Police Department
132470113,Theft,9/4/13 13:47,1 Block BLOCK UNIVERSITY AV,Palo Alto Police Department
132470128,Theft,9/4/13 15:15,1 Block BLOCK UNIVERSITY AV,Palo Alto Police Department
132470164,Theft,9/4/13 16:52,UNIVERSITY AV AND HIGH HIGH,Palo Alto Police Department
132470189,Assault,9/4/13 17:57,300 Block IRIS WAY,Palo Alto Police Department
Nov-81,Breaking & Entering,9/5/13 3:50,1700 Block EL CAMINO REAL,Menlo Park Police Department
132480098,Theft,9/5/13 11:52,1 Block BLOCK COLORADO AV,Palo Alto Police Department
E13-259-03,Theft,9/5/13 12:00,1900 Block CAPITOL AVENUE,East Palo Alto Police Department
132480115,Theft,9/5/13 13:03,100 Block EL CAMINO REAL,Palo Alto Police Department
132480131,Theft,9/5/13 13:43,100 Block EL CAMINO REAL,Palo Alto Police Department
132480195,Theft,9/5/13 17:07,1 Block BLOCK EL CAMINO REAL,Palo Alto Police Department
132480244,Breaking & Entering,9/5/13 20:52,1700 Block EMBARCADERO,Palo Alto Police Department
132490027,Theft,9/6/13 6:53,1800 Block EMBARCADERO,Palo Alto Police Department
132490083,Theft,9/6/13 10:51,1 Block BLOCK HAMILTON AV,Palo Alto Police Department
E13-249-07,Breaking & Entering,9/6/13 11:00,1800 Block CLARKE AV,East Palo Alto Police Department
132490137,Breaking & Entering,9/6/13 14:00,400 Block BRYANT,Palo Alto Police Department
132490144,Breaking & Entering,9/6/13 14:21,400 Block BRYANT,Palo Alto Police Department
132490147,Breaking & Entering,9/6/13 14:40,400 Block BRYANT,Palo Alto Police Department
132490158,Breaking & Entering,9/6/13 15:10,400 Block BRYANT,Palo Alto Police Department
132490179,Breaking & Entering,9/6/13 16:17,400 Block BRYANT,Palo Alto Police Department
132490229,Theft,9/6/13 19:34,1 Block BLOCK UNIVERSITY AV,Palo Alto Police Department
132490270,Theft,9/6/13 23:17,1 Block BLOCK EL CAMINO REAL,Palo Alto Police Department
132500021,Assault,9/7/13 2:21,1 Block BLOCK UNIVERSITY AV,Palo Alto Police Department
132500047,Breaking & Entering,9/7/13 8:18,2400 Block CHABOT TR,Palo Alto Police Department
Nov-97,Theft,9/7/13 8:30,200 Block MARMONA DR,Menlo Park Police Department
132500081,Assault,9/7/13 11:34,1 Block ENCINA AV,Palo Alto Police Department
132500191,Theft,9/7/13 22:07,1 Block BLOCK WAVERLEY ST,Palo Alto Police Department
132500213,Assault,9/7/13 23:11,WAVERLEY AND UNIVERSITY AV UNIVERSITY AV,Palo Alto Police Department
E13-251-09,Robbery,9/8/13 0:00,1700 Block E BAYSHORE RD,East Palo Alto Police Department
E13-251-09 (2),Robbery,9/8/13 0:00,1700 Block E BAYSHORE RD,East Palo Alto Police Department
132510007,Theft,9/8/13 0:25,1 Block BLOCK EMERSON ST,Palo Alto Police Department
132510117,Theft,9/8/13 15:09,1 Block BLOCK UNIVERSITY AV,Palo Alto Police Department
132510174,Vehicle Recovery,9/8/13 21:46,CRESCENT DR AND UNIVERSITY AV UNIVERSITY AV,Palo Alto Police Department
E13-260-01,Theft,9/9/13 0:00,1900 Block PULGAS AV,East Palo Alto Police Department
E13-252-07,Breaking & Entering,9/9/13 8:00,1900 Block COOLEY AVE,East Palo Alto Police Department
132520103,Theft,9/9/13 11:30,1 Block BLOCK EMBARCADERO RD,Palo Alto Police Department
132520109,Assault,9/9/13 11:51,1 Block BLOCK PASTEUR DR,Palo Alto Police Department
132520137,Breaking & Entering,9/9/13 14:20,100 Block EL CAMINO REAL,Palo Alto Police Department
E13-259-11,Theft,9/10/13 0:00,2000 Block UNIVERSITY AV,East Palo Alto Police Department
132530092,Other Sexual Offense,9/10/13 12:23,200 Block BLOCK FOREST AV,Palo Alto Police Department
21-Nov,Theft,9/10/13 13:43,500 Block EL CAMINO REAL,Menlo Park Police Department
28-Nov,Breaking & Entering,9/10/13 15:00,200 Block MIDDLEFIELD RD,Menlo Park Police Department
17-Nov,Theft,9/10/13 19:00,1 Block N PEDRO ST,Menlo Park Police Department
132530181,Breaking & Entering,9/10/13 20:06,3000 Block WAVERLEY,Palo Alto Police Department
132530184,Breaking & Entering,9/10/13 20:37,PARK BLVD & SHERMAN AV,Palo Alto Police Department
132530209,Breaking & Entering,9/10/13 23:18,100 Block EL CAMINO REAL,Palo Alto Police Department
132530217,Breaking & Entering,9/10/13 23:44,100 Block EL CAMINO REAL,Palo Alto Police Department
Nov-38,Theft,9/11/13 0:00,1 Block MIDDLEFIELD RD,Menlo Park Police Department
E13-254-06,Vehicle Recovery,9/11/13 0:00,200 Block DAPHNE WAY,East Palo Alto Police Department
Nov-39,Theft,9/11/13 8:55,900 Block SANTA CRUZ AV,Menlo Park Police Department
132540068,Breaking & Entering,9/11/13 9:25,1000 Block TANLAND DR,Palo Alto Police Department
Nov-42,Theft,9/11/13 9:30,500 Block LAUREL ST,Menlo Park Police Department
132540148,Theft,9/11/13 14:02,1 Block BLOCK WELLESLEY ST,Palo Alto Police Department
132540152,Theft,9/11/13 14:17,2700 Block BYRON,Palo Alto Police Department
Nov-53,Breaking & Entering,9/11/13 14:50,200 Block MIDDLEFIELD RD,Menlo Park Police Department
Nov-35,Breaking & Entering,9/11/13 15:30,2000 Block SANTA CRUZ AV,Menlo Park Police Department
132540195,Theft,9/11/13 16:39,1 Block BLOCK E MEADOW DR,Palo Alto Police Department
132540208,Breaking & Entering,9/11/13 17:35,1 Block BLOCK GENG RD,Palo Alto Police Department
132540225,Breaking & Entering,9/11/13 18:55,100 Block EL CAMINO REAL,Palo Alto Police Department
132540237,Breaking & Entering,9/11/13 20:00,QUARRY RD & ARBORETUM RD,Palo Alto Police Department
132540270,Assault,9/11/13 23:09,1 Block UNIVERSITY AV,Palo Alto Police Department
Nov-57,Theft,9/12/13 1:00,300 Block SHARON PARK DR,Menlo Park Police Department
132550043,Theft,9/12/13 8:30,1 Block BLOCK CALIFORNIA AV,Palo Alto Police Department
Nov-52,Breaking & Entering,9/12/13 12:00,500 Block EL CAMINO REAL,Menlo Park Police Department
13-05084,Theft,9/12/13 12:39,1600 Block AMPHITHEATRE PKWY,Mountain View Police Department
132550135,Theft,9/12/13 12:42,100 Block ALMA,Palo Alto Police Department
Nov-54,Breaking & Entering,9/12/13 14:45,100 Block LINFIELD DR,Menlo Park Police Department
13-05088,Breaking & Entering,9/12/13 15:37,2600 Block BAYSHORE PKWY,Mountain View Police Department
132550219,Theft,9/12/13 17:17,100 Block EL CAMINO REAL,Palo Alto Police Department
132550240,Theft,9/12/13 19:01,100 Block EL CAMINO REAL,Palo Alto Police Department
132550249,Theft,9/12/13 19:45,100 Block EL CAMINO REAL,Palo Alto Police Department
Nov-59,Assault,9/12/13 22:43,600 Block SANTA CRUZ AV,Menlo Park Police Department
E13-263-09,Theft,9/13/13 0:00,1900 Block E BAYSHORE,East Palo Alto Police Department
132560166,Theft,9/13/13 14:49,1 Block BLOCK UNIVERSITY AV,Palo Alto Police Department
E13-256-07,Assault,9/13/13 16:00,1900 Block MANHATTAN AVE,East Palo Alto Police Department
Nov-66,Breaking & Entering,9/13/13 23:00,300 Block OLIVE ST,Menlo Park Police Department
132560321,Assault,9/13/13 23:26,1 Block BLOCK EMERSON ST,Palo Alto Police Department
132570021,Assault,9/14/13 1:46,FOREST AV AND EMERSON EMERSON,Palo Alto Police Department
132570108,Breaking & Entering,9/14/13 12:18,1 Block BLOCK E MEADOW DR,Palo Alto Police Department
132570110,Breaking & Entering,9/14/13 12:25,1 Block BLOCK E MEADOW DR,Palo Alto Police Department
132570195,Theft,9/14/13 19:00,100 Block EL CAMINO REAL,Palo Alto Police Department
132570198,Theft,9/14/13 19:21,100 Block EL CAMINO REAL,Palo Alto Police Department
Nov-77,Assault,9/14/13 20:30,800 Block ROBLE AV,Menlo Park Police Department
E13-273-09,Theft,9/15/13 0:00,900 Block OAKES STREET,East Palo Alto Police Department
132580013,Assault,9/15/13 1:26,1 Block BLOCK EMERSON ST,Palo Alto Police Department
Nov-89,Theft,9/15/13 12:30,700 Block SANTA CRUZ AV,Menlo Park Police Department
132580064,Vehicle Recovery,9/15/13 15:08,1500 Block COWPER ST,Palo Alto Police Department
132590051,Breaking & Entering,9/16/13 8:49,1500 Block SAND HILL,Palo Alto Police Department
132590052,Breaking & Entering,9/16/13 8:53,OAK CREEK,Palo Alto Police Department
132590064,Breaking & Entering,9/16/13 9:20,400 Block SHERIDAN AV,Palo Alto Police Department
